TARGET_FLAG,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,EDUCATION,TRAVTIME,BLUEBOOK,TIF,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,M,Clerical,Doctor,Home Maker,Lawyer,Manager,Professional,Student,z_Blue Collar,Commercial,Minivan,Panel Truck,Pickup,Sports Car,Van,z_SUV,Highly Urban/ Urban
0,0,40.0,0,11.0,10.959087950610947,0,12.135746743094986,1,1,5,10.284318379685931,4,1,1.0,0,0,1,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0,31.0,1,12.0,10.185654444299798,0,11.947904066850159,1,1,62,8.433811582477187,6,1,1.0,0,0,2,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,47.0,0,8.0,9.822494393326597,0,1.0,1,0,35,9.875602349046593,6,0,8.000014093678072,2,0,5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0,53.0,0,,11.583001749353421,0,12.747524462837925,1,2,36,10.282950858105291,10,1,1.0,0,0,0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,39.0,3,7.0,10.435467830374515,0,12.11933214094221,1,0,33,8.303999970955196,6,0,1.0,0,0,0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,33.0,3,14.0,10.38480197292773,0,11.937500149812987,1,0,40,9.414912537704957,18,1,1.0,0,0,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,59.0,0,5.0,11.578479095709667,0,,0,2,10,10.371301285708828,1,1,1.0,0,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0,40.0,0,11.0,9.740321354781914,0,1.0,0,0,20,9.411647228681218,4,1,10.169843838273156,1,1,13,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,0,44.0,2,15.0,9.702105493003431,0,11.806818211198722,1,0,37,9.261033486291701,1,0,8.966738978759576,1,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0,56.0,0,16.0,10.709070162425862,0,12.012803380667714,1,1,30,9.988288154228593,13,1,1.0,0,0,0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,45.0,1,14.0,11.065888080951105,0,12.187745728837289,1,2,50,10.384060133131097,6,0,10.235557255067516,2,1,0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,0,48.0,0,,,0,12.440733616004701,1,1,14,10.25976241645352,13,1,7.348587530927593,5,0,1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,1,44.0,2,,10.08830598952867,1,1.0,0,1,24,9.562404703357231,4,0,1.0,0,0,0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0,33.0,4,12.0,9.943765399034698,0,11.238778051063255,1,0,46,8.836373930927389,13,0,8.974111581113318,3,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0,32.0,3,14.0,10.914506476710912,0,11.896717397396898,1,0,20,9.214332393245721,4,0,1.0,0,1,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1,0,34.0,0,8.0,9.560574619084928,0,11.374054125890195,0,0,13,7.979338895262328,4,0,10.117267400897372,3,1,2,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1,38.0,4,12.0,7.67275789664251,0,11.196693014979088,1,0,35,10.029679577773887,10,0,1.0,0,0,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,2,43.0,3,11.0,11.828487747149076,1,1.0,0,2,29,9.878682433617158,1,0,9.09268232850795,3,0,0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0,49.0,0,9.0,,0,1.0,0,3,31,10.425549808228107,3,0,10.444386409308262,2,1,2,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0,46.0,0,10.0,11.28399017386421,0,1.0,0,1,13,9.550377674761892,3,0,1.0,0,1,2,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,45.0,1,11.0,12.132619843321129,0,13.140429203215955,1,3,28,9.235032984566555,1,0,8.36799688505411,3,0,6,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0,46.0,0,14.0,,0,12.89335516251997,0,2,22,10.41391309628078,4,1,1.0,0,1,1,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0,45.0,0,11.0,11.033776141064779,0,12.27153261700196,1,2,30,9.297435078827116,13,1,10.130862140378154,2,0,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0,63.0,0,9.0,11.217560622139024,0,1.0,0,3,11,10.225571051705241,1,0,1.0,0,0,0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0,44.0,0,9.0,11.221529839139794,0,12.350320164820298,1,1,9,10.070695471520034,6,0,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,45.0,2,11.0,11.536573629875935,1,1.0,0,1,25,7.313220387090301,1,1,1.0,0,0,2,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,48.0,0,0.0,1.0,0,11.502066721635353,1,0,50,9.06647000155648,3,0,9.031572493381526,2,0,3,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,1,37.0,2,12.0,,0,12.231793997079805,1,1,43,8.556413904569519,1,0,7.907651594711089,1,0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0,35.0,0,,10.287763071961688,0,1.0,0,0,49,8.48879371689454,10,0,1.0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,0,48.0,0,12.0,10.36637215151178,0,12.014246058721914,1,0,14,9.17367638760459,13,0,7.10002716662926,1,0,4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0,49.0,0,0.0,1.0,0,11.9791030341741,1,2,42,8.764053269347762,10,0,9.117676687112763,1,0,6,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0,44.0,2,15.0,11.844600499107637,1,12.666341545679012,0,0,35,10.001067880874992,10,0,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,50.0,0,13.0,12.003319783863699,0,13.011691000982992,0,3,42,10.035830739523842,1,0,1.0,0,0,0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,30.0,1,10.0,9.767381419539136,1,11.856359128817818,0,0,50,9.423837546238587,13,0,1.0,0,0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,54.0,0,,11.170533742712921,0,12.391859026216611,1,1,61,9.546812608597396,6,0,1.0,0,0,0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0,53.0,0,6.0,10.546288358659336,0,11.940680301052454,1,0,32,9.483416292038601,1,0,1.0,0,0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0,53.0,0,13.0,10.626169263198392,0,11.924591308719997,0,1,21,9.639522006701663,1,0,1.0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0,29.0,1,10.0,10.546446091512786,1,12.220798683233005,0,0,15,9.626415659196363,6,0,1.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,58.0,0,11.0,11.421062337249575,0,1.0,0,2,23,9.27049429479593,6,0,1.0,0,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0,55.0,0,7.0,10.731755487016526,0,12.062179180155564,1,2,5,9.871996885444757,6,0,1.0,0,0,0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,55.0,0,,11.349982916346775,0,12.333106097189466,1,1,21,8.658692753689937,1,1,6.876264611890766,2,0,6,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0,56.0,0,8.0,10.551637367165338,0,12.15832568703244,1,0,28,9.694000327669404,4,0,1.0,0,0,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,34.0,0,11.0,10.85059842675017,0,1.0,0,2,36,9.804219550877459,1,1,6.63200177739563,2,0,3,15.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1,0,34.0,3,0.0,1.0,0,11.102819605212469,1,0,25,9.370757093382087,9,0,7.495541943884256,2,0,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0,36.0,0,11.0,11.565366100909664,0,12.496908489612036,1,2,24,9.532423871145296,7,1,10.363914218718266,3,1,4,17.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0,41.0,0,10.0,11.10141713331478,0,11.978393825414203,1,2,59,9.411647228681218,4,1,1.0,0,0,1,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0,46.0,0,7.0,,0,,0,2,17,10.058352263097044,13,1,8.450625947144124,3,0,6,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0,42.0,0,9.0,11.24145789082583,0,12.291883301943285,1,1,18,10.060063859578225,13,1,1.0,0,0,0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1,38.0,3,16.0,8.926384681265215,0,11.642276883663218,1,0,26,8.997147151515142,1,1,1.0,0,0,0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0,33.0,4,0.0,1.0,1,1.0,0,0,14,9.621787551761894,1,1,7.396948602621014,1,0,2,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0,37.0,0,0.0,,0,11.210332779782693,1,1,48,9.461099090323366,7,0,1.0,0,0,3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,1,42.0,1,9.0,10.398092326774568,0,11.987051834033092,1,2,63,9.98460660382092,1,0,1.0,0,0,2,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0,47.0,0,11.0,10.707840631169418,0,12.29172267964627,1,1,50,9.460320577243952,1,0,7.334981878871814,2,0,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,0,52.0,0,9.0,11.141745834828614,0,12.28758811431231,0,1,36,9.623773649733524,1,0,1.0,0,0,3,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,43.0,0,11.0,11.794798195825763,0,12.658526295861142,0,2,8,10.313940202155331,16,0,9.416866617466955,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0,66.0,1,17.0,11.480712142605578,0,12.694118775526414,1,2,23,9.32188174670909,7,0,1.0,0,0,0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1,0,52.0,0,7.0,11.066857088419516,0,12.408454149451897,1,0,33,8.974618038455112,4,1,9.091782035852047,3,0,1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,38.0,1,7.0,,0,1.0,1,0,40,8.860782895806315,4,0,1.0,0,0,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,47.0,0,14.0,,0,12.529028952097866,1,1,48,9.967400878279781,1,1,1.0,0,0,0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,0,37.0,0,12.0,11.724158365258603,0,12.857697065257163,1,1,14,9.772809228894012,1,0,1.0,0,0,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,0,47.0,0,13.0,10.720112633296456,0,11.983247793425976,1,1,33,10.282266395381786,6,1,1.0,0,0,0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
